exam_i,exam_j
17,45
17,49
17,50
17,51
17,52
17,53
17,54
17,62
17,64
17,65
18,19
18,21
18,23
18,25
18,26
18,27
18,28
18,29
18,30
18,34
18,37
18,39
18,43
18,44
18,45
18,47
18,48
18,52
18,53
18,55
18,57
18,59
18,61
18,62
18,65
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,30
19,31
19,32
19,34
19,35
19,36
19,37
19,38
19,40
19,41
19,42
19,44
19,45
19,46
19,48
19,50
19,56
19,57
19,58
19,63
19,64
19,65
20,22
20,25
20,26
20,27
20,30
20,32
20,33
20,35
20,38
20,41
20,42
20,43
20,44
20,45
20,47
20,49
20,50
20,51
20,53
20,54
20,56
20,62
20,65
21,23
21,24
21,25
21,27
21,29
21,31
21,33
21,36
21,39
21,40
21,41
21,46
21,47
21,48
21,50
21,52
21,54
21,55
21,56
21,57
21,61
21,63
21,64
22,23
22,24
22,25
22,26
22,29
22,31
22,32
22,34
22,36
22,37
22,39
22,40
22,41
22,42
22,43
22,44
22,46
22,47
22,50
22,51
22,54
22,56
22,60
22,63
22,64
22,65
23,26
23,28
23,30
23,32
23,33
23,35
23,36
23,37
23,38
23,40
23,42
23,45
23,47
23,48
23,49
23,51
23,54
23,58
23,60
23,62
23,63
23,64
24,25
24,26
24,28
24,30
24,31
24,34
24,35
24,40
24,45
24,47
24,50
24,51
24,52
24,55
24,56
24,58
24,59
24,61
24,63
24,65
25,26
25,27
25,29
25,30
25,31
25,34
25,35
25,38
25,40
25,45
25,47
25,51
25,52
25,55
25,57
25,60
25,61
25,63
26,27
26,28
26,31
26,32
26,37
26,39
26,40
26,41
26,43
26,45
26,46
26,48
26,49
26,50
26,53
26,55
26,57
26,61
27,28
27,29
27,30
27,33
27,34
27,40
27,41
27,42
27,43
27,45
27,47
27,49
27,52
27,53
27,54
27,57
27,58
27,62
27,63
27,65
28,30
28,32
28,33
28,34
28,35
28,38
28,40
28,42
28,44
28,46
28,47
28,48
28,51
28,52
28,53
28,57
28,58
28,62
28,63
28,64
28,65
29,30
29,31
29,32
29,34
29,40
29,41
29,42
29,43
29,46
29,49
29,51
29,53
29,55
29,57
29,58
29,60
29,61
29,65
30,31
30,33
30,35
30,36
30,37
30,38
30,39
30,40
30,42
30,43
30,44
30,45
30,46
30,47
30,49
30,50
30,52
30,53
30,55
30,58
30,62
30,64
31,32
31,33
31,35
31,36
31,39
31,41
31,43
31,45
31,46
31,49
31,50
31,53
31,56
31,59
31,62
32,39
32,41
32,47
32,48
32,49
32,56
32,57
32,58
32,60
32,62
32,63
32,64
33,35
33,37
33,40
33,42
33,44
33,45
33,46
33,48
33,51
33,52
33,53
33,54
33,55
33,56
33,59
33,60
33,63
33,64
33,65
34,35
34,37
34,39
34,43
34,46
34,50
34,51
34,54
34,55
34,58
34,59
34,60
34,61
34,62
34,63
34,64
35,39
35,43
35,44
35,45
35,46
35,47
35,51
35,52
35,56
35,59
35,60
35,61
35,63
36,37
36,38
36,40
36,41
36,43
36,45
36,47
36,50
36,51
36,53
36,55
36,58
36,60
36,61
36,62
36,65
37,38
37,39
37,40
37,43
37,46
37,47
37,48
37,49
37,51
37,53
37,54
37,55
37,60
37,61
37,64
38,39
38,41
38,42
38,43
38,46
38,50
38,52
38,53
38,55
38,56
38,57
38,59
38,64
39,40
39,41
39,43
39,45
39,48
39,50
39,52
39,53
39,54
39,56
39,58
39,59
39,60
39,61
39,63
39,64
40,41
40,45
40,47
40,48
40,49
40,51
40,53
40,54
40,56
40,57
40,58
40,59
40,61
40,63
41,42
41,44
41,45
41,47
41,49
41,51
41,54
41,55
41,57
41,60
41,61
41,62
41,64
41,65
42,43
42,45
42,46
42,52
42,54
42,56
42,58
42,60
42,63
42,64
42,65
43,44
43,46
43,48
43,49
43,50
43,51
43,52
43,53
43,54
43,55
43,56
43,59
43,62
43,65
44,48
44,54
44,55
44,57
44,58
44,59
44,60
44,65
45,48
45,49
45,51
45,52
45,53
45,54
45,55
45,58
45,59
45,61
45,62
45,63
45,64
46,47
46,50
46,52
46,54
46,57
46,62
46,64
46,65
47,48
47,49
47,50
47,52
47,54
47,55
47,59
47,63
48,60
48,62
48,63
48,65
49,51
49,54
49,55
49,56
49,58
49,59
49,60
49,62
50,53
50,54
50,55
50,56
50,57
50,59
50,60
50,61
50,62
50,63
50,64
51,55
51,56
51,64
52,54
52,57
52,60
52,64
52,65
53,56
53,57
53,60
53,61
53,63
53,64
53,65
54,55
54,56
54,58
54,59
54,61
54,62
55,57
55,60
55,61
56,57
56,60
56,61
56,63
56,65
57,58
57,62
57,63
57,65
58,59
58,61
58,63
59,60
59,61
59,62
60,62
61,63
64,65
