exam_i,exam_j
13,36
13,38
13,41
13,42
13,44
13,46
13,50
13,51
13,53
13,54
13,56
13,59
13,61
13,62
13,63
13,64
13,66
13,69
13,70
13,71
13,72
13,74
14,15
14,16
14,21
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,34
14,35
14,36
14,38
14,39
14,41
14,42
14,43
14,47
14,49
14,53
14,54
14,55
14,59
14,60
14,61
14,66
14,67
14,69
15,17
15,21
15,23
15,25
15,26
15,27
15,31
15,32
15,36
15,37
15,41
15,43
15,45
15,48
15,49
15,50
15,51
15,54
15,57
15,58
15,59
15,62
15,63
15,64
15,65
15,69
15,70
15,75
16,17
16,19
16,20
16,22
16,23
16,24
16,25
16,28
16,31
16,32
16,34
16,35
16,37
16,38
16,39
16,41
16,43
16,45
16,46
16,48
16,49
16,54
16,55
16,56
16,58
16,59
16,63
16,65
16,66
16,68
16,71
16,72
16,74
17,22
17,23
17,24
17,25
17,27
17,28
17,33
17,35
17,36
17,37
17,39
17,43
17,46
17,47
17,48
17,50
17,51
17,53
17,54
17,55
17,58
17,59
17,60
17,64
17,65
17,67
17,68
17,69
17,70
17,71
17,72
17,74
18,19
18,20
18,22
18,24
18,25
18,26
18,27
18,28
18,29
18,31
18,37
18,39
18,40
18,42
18,44
18,45
18,49
18,53
18,55
18,59
18,60
18,61
18,63
18,64
18,70
18,71
18,72
18,75
19,20
19,23
19,27
19,28
19,30
19,34
19,36
19,37
19,38
19,39
19,40
19,43
19,44
19,45
19,46
19,47
19,52
19,53
19,57
19,58
19,59
19,65
19,67
19,71
19,72
19,73
19,74
20,21
20,22
20,23
20,30
20,31
20,32
20,33
20,34
20,36
20,37
20,38
20,39
20,45
20,46
20,54
20,56
20,57
20,61
20,63
20,65
20,66
20,67
20,68
20,69
20,70
20,72
20,75
21,22
21,23
21,26
21,27
21,29
21,30
21,31
21,32
21,35
21,36
21,37
21,38
21,39
21,41
21,44
21,46
21,47
21,53
21,55
21,56
21,57
21,58
21,61
21,62
21,65
21,67
21,72
21,73
21,74
22,27
22,32
22,33
22,35
22,36
22,37
22,38
22,39
22,41
22,46
22,47
22,49
22,53
22,54
22,55
22,56
22,57
22,60
22,62
22,64
22,68
22,69
22,72
22,73
22,74
22,75
23,25
23,26
23,29
23,34
23,39
23,41
23,42
23,46
23,47
23,49
23,51
23,52
23,53
23,54
23,56
23,57
23,59
23,60
23,61
23,63
23,64
23,69
23,73
23,74
23,75
24,25
24,27
24,31
24,33
24,34
24,35
24,39
24,40
24,41
24,47
24,48
24,49
24,50
24,53
24,55
24,57
24,60
24,61
24,63
24,65
24,66
24,67
24,68
24,70
24,71
24,72
24,73
24,74
24,75
25,26
25,28
25,36
25,39
25,43
25,44
25,45
25,48
25,49
25,50
25,51
25,52
25,53
25,54
25,62
25,63
25,65
25,67
25,68
25,70
25,71
25,72
25,73
25,74
25,75
26,27
26,31
26,32
26,36
26,38
26,39
26,40
26,44
26,47
26,51
26,52
26,53
26,54
26,55
26,56
26,58
26,59
26,62
26,64
26,66
26,67
26,68
26,74
27,28
27,29
27,35
27,36
27,37
27,38
27,39
27,40
27,41
27,42
27,44
27,45
27,47
27,48
27,53
27,55
27,56
27,57
27,58
27,60
27,63
27,64
27,65
27,69
27,70
27,73
27,75
28,29
28,30
28,32
28,36
28,37
28,44
28,50
28,52
28,55
28,56
28,59
28,61
28,63
28,67
28,68
28,70
28,71
28,74
28,75
29,30
29,31
29,32
29,34
29,35
29,40
29,41
29,42
29,45
29,46
29,48
29,50
29,54
29,57
29,58
29,64
29,67
29,68
29,69
29,70
29,71
29,74
30,32
30,33
30,35
30,38
30,39
30,43
30,46
30,47
30,48
30,53
30,56
30,61
30,62
30,63
30,66
30,67
30,71
30,72
31,32
31,33
31,35
31,36
31,37
31,38
31,39
31,40
31,41
31,43
31,45
31,47
31,48
31,49
31,50
31,51
31,52
31,55
31,56
31,57
31,58
31,59
31,60
31,61
31,64
31,66
31,67
31,68
31,69
31,71
31,72
31,74
32,34
32,36
32,40
32,41
32,47
32,52
32,55
32,56
32,57
32,59
32,60
32,61
32,62
32,63
32,68
32,69
32,70
32,71
32,72
32,74
33,34
33,37
33,39
33,40
33,41
33,45
33,46
33,47
33,49
33,51
33,55
33,58
33,60
33,61
33,64
33,65
33,66
33,72
34,35
34,38
34,41
34,42
34,44
34,45
34,46
34,48
34,50
34,55
34,58
34,62
34,64
34,66
34,67
34,68
34,70
34,71
34,74
35,36
35,39
35,41
35,45
35,46
35,47
35,48
35,50
35,51
35,52
35,53
35,59
35,60
35,61
35,62
35,63
35,65
35,67
35,68
35,69
35,70
35,71
35,72
35,73
36,39
36,40
36,43
36,44
36,45
36,47
36,48
36,49
36,53
36,54
36,56
36,58
36,60
36,63
36,64
36,65
36,68
36,70
36,72
36,74
36,75
37,38
37,41
37,42
37,43
37,46
37,48
37,49
37,50
37,51
37,52
37,53
37,56
37,57
37,59
37,60
37,61
37,62
37,67
37,71
37,72
37,73
38,40
38,41
38,43
38,44
38,46
38,47
38,50
38,52
38,53
38,57
38,58
38,60
38,61
38,62
38,63
38,64
38,65
38,67
38,68
38,70
38,71
38,74
39,41
39,45
39,46
39,47
39,49
39,50
39,51
39,52
39,54
39,60
39,64
39,67
39,68
39,69
39,70
39,71
39,72
39,73
39,74
40,42
40,45
40,47
40,48
40,49
40,50
40,52
40,53
40,54
40,60
40,61
40,63
40,64
40,65
40,66
40,67
40,69
40,70
40,71
40,72
40,74
41,42
41,48
41,53
41,54
41,55
41,57
41,58
41,63
41,64
41,66
41,69
41,70
41,71
41,72
41,73
41,74
42,43
42,44
42,45
42,47
42,48
42,49
42,54
42,56
42,65
42,68
42,72
42,73
42,74
42,75
43,44
43,45
43,47
43,48
43,49
43,50
43,53
43,54
43,56
43,58
43,60
43,62
43,63
43,64
43,65
43,68
43,69
43,74
43,75
44,45
44,46
44,51
44,52
44,53
44,55
44,57
44,59
44,60
44,61
44,62
44,63
44,65
44,66
44,67
44,69
44,70
44,72
44,73
45,47
45,48
45,51
45,53
45,54
45,58
45,59
45,60
45,62
45,66
45,68
45,70
45,71
45,75
46,50
46,51
46,52
46,53
46,54
46,55
46,56
46,59
46,60
46,62
46,65
46,70
46,72
46,73
47,48
47,49
47,50
47,52
47,53
47,54
47,56
47,58
47,59
47,62
47,64
47,67
47,69
47,70
47,71
47,73
47,74
48,51
48,52
48,56
48,57
48,58
48,60
48,64
48,65
48,66
48,68
48,69
48,70
48,71
49,50
49,51
49,52
49,61
49,62
49,64
49,65
49,67
49,71
49,73
49,75
50,51
50,52
50,53
50,54
50,55
50,56
50,58
50,60
50,62
50,63
50,65
50,66
50,69
50,70
50,73
50,74
51,52
51,53
51,54
51,55
51,56
51,58
51,60
51,66
51,68
51,69
51,70
51,71
51,72
51,74
51,75
52,54
52,55
52,56
52,57
52,59
52,60
52,64
52,65
52,66
52,68
52,71
52,73
52,75
53,54
53,55
53,56
53,58
53,59
53,60
53,61
53,65
53,66
53,67
53,69
53,70
54,55
54,56
54,57
54,59
54,63
54,68
54,70
54,72
54,75
55,63
55,66
55,67
55,70
55,73
56,59
56,60
56,61
56,62
56,63
56,64
56,66
56,70
56,71
56,74
56,75
57,59
57,62
57,65
57,66
57,67
57,68
57,69
57,70
57,71
57,74
58,59
58,60
58,62
58,64
58,66
58,68
58,71
58,72
58,73
58,74
59,61
59,62
59,63
59,65
59,66
59,68
59,72
59,73
60,61
60,64
60,66
60,68
60,70
60,71
60,72
60,74
61,63
61,67
61,71
61,73
62,63
62,65
62,66
62,68
62,69
62,71
62,72
62,73
62,75
63,66
63,68
63,71
63,72
64,66
64,67
64,72
64,74
64,75
65,71
65,72
65,73
66,67
66,68
66,72
66,75
67,68
67,71
67,72
68,70
68,72
68,73
68,74
69,70
69,72
69,73
69,74
69,75
70,71
70,74
70,75
71,72
72,73
73,74
73,75
