exam_i,exam_j
15,82
15,85
16,18
16,22
16,25
16,26
16,27
16,30
16,32
16,34
16,36
16,37
16,39
16,40
16,41
16,42
16,44
16,46
16,49
16,51
16,52
16,53
16,55
16,58
16,62
16,64
16,66
16,67
16,68
16,70
16,71
16,73
16,75
16,76
16,79
16,80
16,85
17,22
17,24
17,27
17,28
17,29
17,32
17,33
17,35
17,36
17,38
17,40
17,42
17,43
17,44
17,46
17,47
17,48
17,51
17,52
17,55
17,57
17,62
17,64
17,68
17,69
17,72
17,74
17,77
17,78
17,80
17,83
17,84
18,20
18,21
18,26
18,28
18,29
18,30
18,32
18,34
18,35
18,37
18,38
18,39
18,42
18,44
18,46
18,50
18,55
18,56
18,57
18,60
18,61
18,67
18,68
18,69
18,70
18,72
18,74
18,76
18,79
18,80
18,81
18,84
18,85
19,23
19,24
19,26
19,28
19,30
19,31
19,32
19,33
19,36
19,38
19,40
19,42
19,44
19,45
19,46
19,49
19,50
19,51
19,55
19,56
19,60
19,61
19,62
19,63
19,64
19,65
19,66
19,68
19,74
19,75
19,76
19,77
19,80
19,83
19,85
20,22
20,24
20,26
20,27
20,29
20,30
20,34
20,35
20,37
20,39
20,40
20,41
20,42
20,43
20,44
20,46
20,47
20,48
20,49
20,50
20,51
20,53
20,54
20,56
20,57
20,59
20,62
20,66
20,68
20,70
20,71
20,73
20,74
20,77
20,79
20,81
20,83
20,84
21,23
21,24
21,27
21,30
21,33
21,36
21,46
21,48
21,54
21,55
21,56
21,63
21,64
21,65
21,67
21,69
21,70
21,71
21,74
21,76
21,79
21,81
21,83
21,84
21,85
22,24
22,27
22,28
22,29
22,30
22,31
22,32
22,35
22,36
22,39
22,40
22,41
22,42
22,44
22,46
22,50
22,53
22,57
22,58
22,61
22,62
22,65
22,66
22,67
22,68
22,69
22,70
22,71
22,76
22,80
22,81
22,82
22,83
22,84
23,26
23,27
23,31
23,34
23,35
23,36
23,38
23,41
23,42
23,44
23,45
23,47
23,49
23,51
23,54
23,55
23,57
23,59
23,62
23,64
23,65
23,66
23,69
23,70
23,71
23,72
23,75
23,78
23,79
23,80
23,81
23,83
23,85
24,25
24,26
24,31
24,32
24,35
24,37
24,39
24,40
24,41
24,44
24,48
24,50
24,51
24,53
24,54
24,55
24,57
24,62
24,64
24,65
24,67
24,69
24,72
24,74
24,76
24,77
24,78
24,80
24,82
24,83
24,84
24,85
25,27
25,28
25,30
25,34
25,36
25,37
25,38
25,40
25,42
25,43
25,45
25,46
25,47
25,48
25,50
25,52
25,55
25,57
25,58
25,60
25,62
25,64
25,67
25,68
25,70
25,73
25,74
25,75
25,77
25,78
25,79
25,81
25,82
26,29
26,31
26,33
26,35
26,37
26,40
26,41
26,42
26,43
26,45
26,47
26,48
26,49
26,50
26,51
26,52
26,53
26,54
26,55
26,58
26,61
26,64
26,68
26,74
26,75
26,77
26,78
26,79
26,80
26,85
27,30
27,31
27,33
27,34
27,35
27,36
27,37
27,40
27,41
27,43
27,44
27,45
27,46
27,48
27,51
27,53
27,55
27,58
27,63
27,65
27,66
27,67
27,68
27,69
27,71
27,73
27,74
27,78
27,82
28,39
28,41
28,42
28,44
28,46
28,49
28,50
28,51
28,53
28,54
28,55
28,57
28,63
28,64
28,65
28,66
28,67
28,69
28,70
28,71
28,72
28,73
28,74
28,79
28,80
29,32
29,35
29,38
29,41
29,45
29,46
29,49
29,50
29,53
29,54
29,56
29,57
29,58
29,59
29,60
29,62
29,63
29,65
29,66
29,71
29,74
29,75
29,80
29,83
29,84
30,31
30,33
30,34
30,38
30,39
30,41
30,42
30,44
30,46
30,49
30,50
30,51
30,56
30,61
30,69
30,71
30,75
30,76
30,77
30,78
30,79
30,81
30,82
30,83
30,84
31,34
31,38
31,39
31,40
31,46
31,49
31,50
31,52
31,53
31,58
31,60
31,61
31,62
31,70
31,74
31,75
31,78
31,81
31,82
31,85
32,34
32,35
32,37
32,38
32,39
32,42
32,43
32,44
32,45
32,46
32,48
32,50
32,51
32,52
32,54
32,55
32,56
32,61
32,62
32,64
32,65
32,66
32,67
32,68
32,70
32,72
32,73
32,74
32,76
32,79
32,80
32,81
32,83
32,84
32,85
33,35
33,36
33,43
33,44
33,46
33,47
33,48
33,49
33,50
33,51
33,54
33,56
33,57
33,61
33,62
33,63
33,64
33,65
33,71
33,74
33,75
33,76
33,77
33,78
33,81
33,82
33,84
34,36
34,39
34,43
34,47
34,48
34,49
34,51
34,52
34,54
34,55
34,56
34,57
34,59
34,61
34,62
34,65
34,67
34,68
34,70
34,71
34,72
34,73
34,74
34,76
34,79
34,80
34,83
35,37
35,42
35,43
35,44
35,45
35,46
35,47
35,48
35,49
35,56
35,57
35,58
35,60
35,64
35,65
35,71
35,72
35,74
35,76
35,77
35,78
35,81
35,82
35,83
35,84
36,37
36,39
36,40
36,41
36,50
36,55
36,57
36,59
36,60
36,61
36,64
36,65
36,67
36,68
36,72
36,73
36,74
36,75
36,76
36,78
36,80
36,82
36,83
37,38
37,39
37,40
37,42
37,43
37,44
37,46
37,47
37,48
37,49
37,51
37,59
37,60
37,66
37,68
37,69
37,70
37,71
37,73
37,75
37,76
37,77
37,79
37,81
37,83
37,84
37,85
38,40
38,42
38,43
38,44
38,45
38,47
38,48
38,52
38,54
38,56
38,57
38,59
38,65
38,73
38,75
38,78
38,80
38,81
38,83
38,85
39,41
39,44
39,45
39,49
39,52
39,54
39,55
39,56
39,57
39,64
39,65
39,66
39,68
39,70
39,71
39,72
39,74
39,78
39,82
39,83
39,84
40,41
40,43
40,45
40,46
40,47
40,53
40,54
40,55
40,56
40,57
40,59
40,60
40,63
40,65
40,67
40,71
40,72
40,75
40,76
40,78
40,79
40,81
40,82
40,83
41,42
41,43
41,44
41,48
41,49
41,50
41,52
41,55
41,56
41,58
41,60
41,61
41,63
41,68
41,69
41,71
41,72
41,75
41,76
41,77
41,79
41,80
41,81
42,44
42,45
42,47
42,51
42,52
42,53
42,54
42,56
42,57
42,59
42,60
42,61
42,67
42,69
42,70
42,72
42,73
42,76
42,77
42,78
42,79
42,83
42,84
43,44
43,46
43,54
43,55
43,56
43,59
43,61
43,63
43,65
43,68
43,77
43,80
43,81
43,82
43,84
44,46
44,48
44,49
44,51
44,52
44,53
44,54
44,56
44,57
44,58
44,60
44,62
44,64
44,65
44,66
44,68
44,69
44,70
44,71
44,72
44,74
44,76
44,77
44,81
44,85
45,46
45,47
45,49
45,50
45,52
45,53
45,54
45,58
45,59
45,63
45,64
45,66
45,68
45,69
45,70
45,71
45,75
45,78
45,79
45,80
45,81
45,82
45,85
46,48
46,49
46,50
46,51
46,52
46,54
46,55
46,56
46,57
46,59
46,60
46,62
46,68
46,69
46,73
46,74
46,76
46,80
46,81
46,82
47,48
47,50
47,54
47,55
47,58
47,59
47,60
47,66
47,67
47,68
47,72
47,74
47,75
47,76
47,77
47,80
47,81
47,84
47,85
48,50
48,53
48,54
48,55
48,57
48,58
48,59
48,60
48,62
48,63
48,64
48,65
48,67
48,68
48,71
48,72
48,73
48,74
48,76
48,78
48,80
48,81
48,83
48,84
48,85
49,50
49,53
49,56
49,57
49,59
49,61
49,63
49,68
49,70
49,72
49,73
49,74
49,75
49,81
49,83
49,84
49,85
50,52
50,57
50,60
50,63
50,64
50,66
50,70
50,71
50,72
50,76
50,77
50,80
50,83
50,85
51,52
51,54
51,55
51,56
51,57
51,59
51,60
51,66
51,67
51,78
51,79
51,80
51,83
51,84
52,56
52,59
52,62
52,65
52,67
52,68
52,69
52,71
52,76
52,77
52,79
52,81
52,82
52,83
52,85
53,54
53,60
53,62
53,63
53,65
53,70
53,71
53,76
53,77
53,78
53,80
53,81
53,82
53,83
53,84
54,55
54,56
54,57
54,61
54,62
54,65
54,69
54,71
54,72
54,75
54,76
54,79
54,85
55,60
55,62
55,65
55,66
55,67
55,69
55,70
55,72
55,73
55,75
55,76
55,77
55,78
55,80
55,81
55,82
55,83
55,84
56,57
56,64
56,65
56,67
56,68
56,73
56,75
56,78
56,79
56,80
56,81
56,82
56,84
57,59
57,60
57,61
57,62
57,63
57,64
57,68
57,75
57,80
57,81
57,82
57,83
57,84
57,85
58,59
58,60
58,61
58,64
58,65
58,69
58,75
58,76
58,80
58,84
58,85
59,60
59,61
59,67
59,68
59,70
59,71
59,72
59,73
59,74
59,80
59,82
59,85
60,62
60,63
60,66
60,70
60,72
60,73
60,74
60,75
60,79
60,80
60,81
60,83
60,84
61,64
61,66
61,67
61,70
61,71
61,72
61,75
61,76
61,82
61,85
62,63
62,64
62,65
62,68
62,69
62,71
62,72
62,73
62,74
62,76
62,78
62,79
62,82
62,83
62,85
63,65
63,70
63,72
63,73
63,77
63,78
63,81
63,83
64,65
64,66
64,67
64,68
64,69
64,71
64,72
64,75
64,81
64,83
64,84
64,85
65,66
65,68
65,70
65,71
65,72
65,73
65,75
65,76
65,80
65,83
65,84
65,85
66,67
66,68
66,70
66,72
66,73
66,74
66,75
66,76
66,78
66,83
66,85
67,69
67,70
67,71
67,72
67,74
67,77
67,78
67,82
67,84
68,71
68,74
68,80
68,81
68,82
68,85
69,70
69,71
69,73
69,74
69,77
69,81
69,83
69,84
69,85
70,72
70,74
70,76
70,77
70,78
70,80
70,81
70,83
70,84
70,85
71,72
71,73
71,75
71,76
71,79
71,80
71,83
72,76
72,79
72,82
72,83
73,74
73,76
73,77
73,79
73,84
73,85
74,76
74,78
74,83
74,84
75,76
75,80
75,81
75,83
76,78
76,80
76,81
76,82
76,84
76,85
77,79
77,80
77,81
78,80
78,81
78,82
78,83
79,80
79,81
79,84
79,85
80,82
80,85
81,84
82,85
84,85
