exam_i,exam_j
11,48
11,49
11,50
11,52
11,54
11,55
11,64
11,66
11,67
11,68
11,72
11,73
11,75
11,77
11,78
11,79
11,81
11,82
11,83
11,86
12,13
12,14
12,18
12,21
12,22
12,24
12,27
12,30
12,31
12,32
12,33
12,34
12,36
12,37
12,39
12,41
12,44
12,48
12,51
12,52
12,53
12,55
12,56
12,58
12,59
12,70
12,72
12,73
12,74
12,75
12,77
12,80
12,81
12,85
12,86
13,15
13,16
13,19
13,24
13,28
13,33
13,35
13,36
13,39
13,40
13,41
13,42
13,43
13,44
13,45
13,46
13,48
13,49
13,54
13,56
13,59
13,60
13,62
13,64
13,65
13,66
13,70
13,72
13,74
13,76
13,81
13,83
13,85
13,87
14,15
14,16
14,19
14,20
14,21
14,22
14,24
14,25
14,26
14,30
14,33
14,35
14,36
14,37
14,38
14,40
14,41
14,43
14,45
14,46
14,47
14,48
14,57
14,58
14,61
14,62
14,63
14,65
14,68
14,70
14,71
14,72
14,73
14,74
14,78
14,80
14,81
14,82
14,83
14,85
14,86
15,16
15,17
15,21
15,22
15,24
15,25
15,29
15,30
15,31
15,32
15,33
15,35
15,38
15,39
15,41
15,42
15,43
15,44
15,45
15,46
15,48
15,49
15,51
15,53
15,55
15,56
15,57
15,58
15,59
15,60
15,63
15,65
15,68
15,70
15,73
15,74
15,75
15,76
15,77
15,79
15,82
16,18
16,20
16,21
16,22
16,26
16,27
16,28
16,29
16,30
16,31
16,34
16,36
16,40
16,43
16,47
16,51
16,53
16,58
16,60
16,63
16,65
16,66
16,68
16,69
16,73
16,74
16,77
16,80
16,82
16,85
16,86
17,21
17,24
17,25
17,27
17,29
17,31
17,32
17,42
17,43
17,48
17,49
17,55
17,56
17,60
17,63
17,67
17,68
17,69
17,72
17,73
17,74
17,78
17,79
17,80
17,81
17,84
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,29
18,30
18,31
18,33
18,36
18,39
18,40
18,41
18,44
18,46
18,47
18,48
18,51
18,53
18,58
18,59
18,60
18,62
18,65
18,70
18,72
18,73
18,74
18,76
18,77
18,78
18,80
18,83
18,84
18,85
19,22
19,23
19,24
19,27
19,28
19,31
19,32
19,33
19,35
19,36
19,38
19,40
19,42
19,44
19,45
19,46
19,48
19,49
19,51
19,53
19,54
19,55
19,56
19,58
19,59
19,60
19,61
19,62
19,63
19,65
19,66
19,67
19,71
19,74
19,76
19,79
19,80
19,83
19,84
19,85
19,87
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
20,31
20,33
20,34
20,37
20,40
20,44
20,45
20,46
20,47
20,56
20,57
20,58
20,61
20,62
20,63
20,66
20,67
20,68
20,70
20,72
20,74
20,75
20,77
20,78
20,79
20,81
20,82
20,83
20,84
20,86
21,25
21,30
21,31
21,33
21,36
21,37
21,38
21,40
21,43
21,47
21,50
21,52
21,54
21,57
21,58
21,61
21,65
21,66
21,68
21,69
21,71
21,72
21,73
21,74
21,75
21,77
21,79
21,80
21,83
21,84
21,85
21,86
21,87
22,23
22,26
22,32
22,33
22,35
22,37
22,38
22,39
22,40
22,41
22,43
22,44
22,48
22,49
22,50
22,51
22,52
22,53
22,54
22,55
22,56
22,58
22,59
22,60
22,61
22,66
22,67
22,68
22,71
22,72
22,74
22,75
22,76
22,80
22,82
22,84
22,85
23,27
23,29
23,30
23,31
23,32
23,33
23,34
23,39
23,43
23,44
23,45
23,49
23,51
23,54
23,55
23,56
23,57
23,58
23,61
23,68
23,69
23,71
23,78
23,79
23,81
23,82
24,25
24,26
24,30
24,34
24,35
24,37
24,38
24,40
24,44
24,46
24,48
24,49
24,51
24,52
24,54
24,55
24,56
24,57
24,58
24,60
24,63
24,66
24,69
24,70
24,71
24,74
24,77
24,79
24,82
24,85
25,26
25,27
25,28
25,31
25,32
25,36
25,38
25,40
25,44
25,45
25,46
25,48
25,51
25,52
25,53
25,54
25,55
25,57
25,59
25,60
25,61
25,62
25,63
25,66
25,67
25,68
25,70
25,71
25,79
25,80
25,82
25,83
25,85
26,36
26,38
26,41
26,43
26,45
26,48
26,50
26,51
26,52
26,53
26,57
26,58
26,59
26,60
26,61
26,62
26,63
26,66
26,69
26,70
26,71
26,72
26,76
26,78
26,80
26,81
26,84
26,86
27,28
27,29
27,34
27,36
27,37
27,38
27,39
27,40
27,41
27,44
27,49
27,50
27,52
27,55
27,56
27,57
27,61
27,63
27,69
27,73
27,74
27,78
27,81
27,82
27,84
27,87
28,29
28,30
28,32
28,33
28,35
28,36
28,37
28,38
28,39
28,41
28,42
28,43
28,44
28,45
28,46
28,49
28,50
28,52
28,53
28,57
28,58
28,60
28,62
28,63
28,70
28,71
28,72
28,73
28,74
28,76
28,77
28,79
28,83
28,84
28,85
28,86
29,31
29,35
29,36
29,37
29,39
29,42
29,44
29,47
29,49
29,50
29,52
29,58
29,60
29,61
29,62
29,64
29,65
29,66
29,67
29,68
29,73
29,75
29,76
29,79
29,82
29,84
29,87
30,32
30,33
30,35
30,37
30,38
30,40
30,42
30,45
30,46
30,47
30,48
30,51
30,54
30,59
30,63
30,66
30,69
30,71
30,72
30,73
30,77
30,83
30,87
31,33
31,34
31,35
31,36
31,41
31,44
31,45
31,47
31,48
31,50
31,52
31,53
31,54
31,55
31,56
31,58
31,59
31,60
31,61
31,63
31,65
31,66
31,67
31,70
31,71
31,76
31,77
31,82
31,85
31,86
31,87
32,33
32,34
32,35
32,36
32,38
32,41
32,43
32,44
32,45
32,46
32,48
32,50
32,51
32,55
32,58
32,59
32,60
32,61
32,66
32,67
32,69
32,71
32,73
32,75
32,78
32,81
32,85
32,86
32,87
33,34
33,35
33,36
33,37
33,43
33,44
33,50
33,51
33,53
33,59
33,61
33,62
33,63
33,67
33,68
33,69
33,72
33,74
33,75
33,77
33,80
33,81
33,84
33,85
33,87
34,35
34,36
34,38
34,39
34,40
34,46
34,47
34,48
34,51
34,53
34,56
34,57
34,58
34,59
34,60
34,66
34,67
34,68
34,70
34,72
34,73
34,74
34,75
34,76
34,77
34,78
34,84
34,85
34,86
34,87
35,36
35,37
35,40
35,41
35,45
35,46
35,47
35,48
35,53
35,54
35,55
35,58
35,59
35,61
35,62
35,65
35,66
35,67
35,68
35,72
35,75
35,81
35,82
35,83
35,86
36,37
36,38
36,40
36,42
36,44
36,49
36,57
36,59
36,65
36,67
36,68
36,69
36,72
36,73
36,74
36,75
36,77
36,78
36,81
36,82
36,85
37,39
37,40
37,44
37,50
37,53
37,54
37,55
37,57
37,62
37,65
37,67
37,68
37,70
37,74
37,77
37,78
37,79
37,82
37,86
37,87
38,39
38,40
38,41
38,44
38,45
38,46
38,47
38,50
38,51
38,52
38,54
38,55
38,56
38,57
38,62
38,65
38,66
38,67
38,71
38,72
38,74
38,75
38,77
38,78
38,80
38,82
38,85
38,87
39,42
39,44
39,45
39,49
39,50
39,51
39,53
39,55
39,56
39,57
39,58
39,60
39,62
39,63
39,65
39,67
39,68
39,71
39,72
39,75
39,76
39,79
39,80
39,81
39,84
39,85
40,43
40,44
40,46
40,47
40,49
40,51
40,54
40,55
40,56
40,57
40,58
40,59
40,62
40,63
40,67
40,69
40,70
40,72
40,75
40,77
40,79
40,80
40,84
40,86
41,42
41,43
41,44
41,46
41,48
41,52
41,53
41,55
41,58
41,60
41,61
41,63
41,64
41,68
41,69
41,70
41,71
41,72
41,75
41,76
41,83
41,85
42,44
42,45
42,47
42,49
42,50
42,52
42,55
42,56
42,57
42,58
42,60
42,62
42,67
42,69
42,71
42,72
42,75
42,77
42,78
42,79
42,81
42,83
42,84
42,85
42,86
42,87
43,44
43,46
43,47
43,49
43,51
43,54
43,56
43,59
43,60
43,61
43,63
43,68
43,69
43,71
43,72
43,74
43,75
43,76
43,79
43,82
43,84
43,87
44,47
44,49
44,51
44,53
44,54
44,55
44,56
44,58
44,59
44,60
44,64
44,66
44,67
44,68
44,69
44,72
44,75
44,76
44,78
44,80
44,82
44,83
44,84
44,86
45,46
45,48
45,49
45,51
45,52
45,53
45,54
45,62
45,65
45,66
45,67
45,69
45,72
45,74
45,80
45,81
45,82
45,84
45,85
45,86
46,48
46,49
46,52
46,53
46,55
46,56
46,58
46,59
46,63
46,64
46,67
46,69
46,70
46,75
46,78
46,80
46,81
46,82
47,48
47,49
47,53
47,54
47,55
47,56
47,57
47,58
47,64
47,65
47,66
47,68
47,71
47,72
47,73
47,74
47,75
47,77
47,78
47,83
47,84
47,86
47,87
48,49
48,50
48,51
48,53
48,54
48,57
48,61
48,64
48,65
48,66
48,68
48,73
48,74
48,75
48,77
48,78
48,79
48,80
48,83
48,84
48,85
49,50
49,51
49,53
49,55
49,57
49,58
49,59
49,60
49,61
49,62
49,63
49,66
49,68
49,71
49,73
49,74
49,75
49,81
49,82
49,83
49,85
50,53
50,55
50,57
50,58
50,59
50,60
50,61
50,63
50,65
50,67
50,70
50,76
50,80
50,81
50,85
50,86
51,56
51,59
51,60
51,61
51,64
51,65
51,68
51,69
51,70
51,71
51,72
51,74
51,79
51,80
51,83
51,86
51,87
52,54
52,55
52,57
52,58
52,60
52,62
52,66
52,68
52,69
52,70
52,71
52,72
52,73
52,74
52,75
52,76
52,79
52,80
52,81
52,83
52,85
52,87
53,55
53,56
53,57
53,60
53,61
53,62
53,63
53,69
53,70
53,71
53,73
53,78
53,81
53,82
53,83
53,87
54,60
54,62
54,63
54,64
54,65
54,66
54,70
54,72
54,73
54,76
54,77
54,78
54,79
54,80
54,81
54,83
55,56
55,60
55,62
55,63
55,64
55,67
55,68
55,76
55,77
55,79
55,81
55,83
55,84
55,85
56,58
56,59
56,60
56,63
56,65
56,67
56,71
56,73
56,74
56,75
56,77
56,78
56,79
56,80
56,83
56,86
56,87
57,58
57,59
57,60
57,61
57,68
57,69
57,71
57,73
57,74
57,76
57,77
57,78
57,80
57,83
57,85
57,87
58,60
58,63
58,64
58,66
58,67
58,69
58,72
58,77
58,78
58,80
58,81
58,82
58,83
58,84
58,86
59,60
59,61
59,62
59,66
59,70
59,72
59,77
59,78
59,79
59,83
59,84
59,85
59,86
59,87
60,62
60,65
60,69
60,71
60,72
60,76
60,78
60,79
60,82
60,83
60,85
61,62
61,64
61,65
61,66
61,67
61,68
61,71
61,72
61,74
61,75
61,79
61,81
61,83
62,66
62,67
62,69
62,70
62,72
62,77
62,83
62,85
63,64
63,68
63,71
63,72
63,73
63,75
63,76
63,77
63,80
63,82
63,83
63,85
63,86
63,87
64,67
64,68
64,69
64,78
64,79
64,83
64,87
65,66
65,67
65,69
65,70
65,74
65,75
65,77
65,80
65,81
65,82
65,83
65,85
65,87
66,67
66,69
66,72
66,74
66,78
66,81
66,87
67,69
67,72
67,74
67,77
67,78
67,79
67,80
67,82
68,69
68,72
68,73
68,77
68,80
69,75
69,76
69,77
69,78
69,79
69,80
69,81
69,85
69,86
70,71
70,73
70,74
70,78
70,80
70,85
70,86
70,87
71,75
71,77
71,80
71,81
71,84
71,87
72,74
72,75
72,77
72,80
72,81
72,82
72,83
72,84
72,86
72,87
73,75
73,81
73,84
74,77
74,79
74,80
74,83
74,84
74,87
75,79
75,80
75,81
75,84
75,85
75,87
76,78
76,79
76,81
76,86
76,87
77,79
77,80
77,81
77,86
78,79
78,82
78,86
79,80
79,82
79,84
79,85
79,86
79,87
80,81
80,84
80,85
80,86
80,87
81,82
81,83
81,84
81,86
82,83
82,85
82,87
83,86
84,85
84,87
85,86
85,87
